tokens,;ner_tags
in;O
il;O
espressione;O
di;O
il;O
antiapoptotic;O
molecola;O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
come;O
bene;O
come;O
Defosforiolazione;O
di;O
il;O
proapoptotic;O
molecola;O
CATTIVO;B-Gene_o_prodotto_genico
""",""";O
quale;O
risultati;O
in;O
il;O
Attivazione;O
di;O
CATTIVO;B-Gene_o_prodotto_genico
in;O
queste;O
cellule;B-Cellula
.;O
;
Coerente;O
queste;O
apoptotico;O
Effetti;O
""",""";O
Nostro;O
risultati;O
mostrato;O
Quello;O
sunitinib;B-Semplice_chimico
inibito;O
fosforilazione;O
di;O
Akt;B-Gene_o_prodotto_genico
e;O
mtor;B-Gene_o_prodotto_genico
e;O
era;O
seguito;O
di;O
un;O
riduzione;O
di;O
S6K1;B-Gene_o_prodotto_genico
""",""";O
quale;O
è;O
un;O
bene;O
-;O
conosciuto;O
obbiettivo;O
di;O
mtor;B-Gene_o_prodotto_genico
.;O
;
Stendere;O
di;O
VEGFR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
attenuato;O
il;O
sunitinib;B-Semplice_chimico
-;O
indotto;O
Effetti;O
""",""";O
Compreso;O
apoptosi;O
e;O
inibizione;O
di;O
segnalazione;O
percorsi;O
tale;O
come;O
il;O
fosforilazione;O
di;O
Akt;B-Gene_o_prodotto_genico
come;O
bene;O
come;O
mtor;B-Gene_o_prodotto_genico
""",""";O
e;O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
""",""";O
quale;O
confermato;O
Quello;O
queste;O
Effetti;O
Potevo;O
essere;O
mediato;O
di;O
VEGFR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
.;O
;
In;O
aggiunta;O
""",""";O
silenziamento;O
di;O
S6K1;B-Gene_o_prodotto_genico
indotto;O
apoptosi;O
accompagnato;O
di;O
un;O
diminuire;O
in;O
il;O
fosforilazione;O
di;O
CATTIVO;B-Gene_o_prodotto_genico
e;O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
""",""";O
simile;O
a;O
Quello;O
osservato;O
sunitinib;B-Semplice_chimico
trattamento;O
.;O
;
così;O
""",""";O
queste;O
risultati;O
insieme;O
suggerire;O
Quello;O
sunitinib;B-Semplice_chimico
inizialmente;O
esercitazioni;O
suo;O
apoptotico;O
effetto;O
attraverso;O
il;O
inibizione;O
di;O
VEGFR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
""",""";O
quale;O
""",""";O
quando;O
seguito;O
di;O
riduzione;O
di;O
suo;O
Effettoventi;O
""",""";O
Compreso;O
Akt;B-Gene_o_prodotto_genico
/;O
mtor;B-Gene_o_prodotto_genico
/;O
S6K1;B-Gene_o_prodotto_genico
""",""";O
può;O
guida;O
a;O
inibizione;O
di;O
il;O
antiapoptotic;O
molecola;O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
e;O
Attivazione;O
di;O
il;O
proapoptotic;O
molecola;O
CATTIVO;B-Gene_o_prodotto_genico
in;O
PC12;B-Cellula
cellule;I-Cellula
.;O
;
però;O
""",""";O
PC12;B-Cellula
cellule;I-Cellula
fare;O
non;O
precisamente;O
riflettere;O
il;O
patogenesi;O
di;O
maligno;B-Cellula
cellule;I-Cellula
.;O
;
Perciò;O
""",""";O
noi;O
confermato;O
il;O
chiave;O
reperti;O
di;O
replicare;O
queste;O
esperimenti;O
in;O
umano;B-Organismo
neuroblastoma;B-Cellula
Sk;I-Cellula
-;I-Cellula
n;I-Cellula
-;I-Cellula
SH;I-Cellula
cellule;I-Cellula
.;O
;
Sviluppo;O
di;O
un;O
topo;B-Organismo
modello;O
per;O
linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
endometrial;B-Cancro
cancro;I-Cancro
.;O
;
Controllo;O
linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
è;O
attualmente;O
un;O
chiave;O
problema;O
in;O
cancro;B-Cancro
terapia;O
.;O
;
Linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
è;O
uno;O
di;O
il;O
importante;O
prognostico;O
fattori;O
in;O
Varie;O
Tipi;O
di;O
Canceri;B-Cancro
""",""";O
Compreso;O
endometrial;B-Cancro
cancro;I-Cancro
.;O
;
Vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
(;O
VEGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
);O
gioca;O
un;O
cruciale;O
ruolo;O
in;O
linfangiogenesi;O
""",""";O
e;O
è;O
implicato;O
a;O
un;O
importante;O
ruolo;O
in;O
linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
.;O
;
Per;O
valutare;O
il;O
ruolo;O
di;O
VEGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
in;O
linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
""",""";O
noi;O
sviluppato;O
un;O
animale;O
modello;O
di;O
usando;O
un;O
endometrial;B-Cellula
cancro;I-Cellula
cellula;I-Cellula
linea;I-Cellula
""",""";O
Hec1a;B-Cellula
.;O
;
Questo;O
cellula;B-Cellula
linea;I-Cellula
è;O
non;O
invasivo;O
di;O
natura;O
e;O
secrete;O
moderare;O
importi;O
di;O
VEGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
";";O
intrauterine;B-Entità_anatomica_immateriale
iniezione;O
di;O
Hec1a;B-Cellula
cellule;I-Cellula
in;O
Balb;B-Organismo
/;I-Organismo
C;I-Organismo
nudo;I-Organismo
risultato;O
in;O
uterino;B-Cancro
cancro;I-Cancro
linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
dopo;O
8;O
settimane;O
.;O
;
Per;O
analizzare;O
il;O
contributo;O
di;O
VEGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
a;O
linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
""",""";O
suo;O
corrispondente;O
gene;O
era;O
stabilmente;O
introdotto;O
in;O
Hec1a;B-Cellula
cellule;I-Cellula
(;O
Hec1a;B-Cellula
/;O
VEGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
);O
""",""";O
quale;O
poi;O
prodotto;O
di;O
10;O
volte;O
il;O
Quantità;O
di;O
VEGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
.;O
;
Il;O
numero;O
di;O
linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
era;O
in;O
Hec1a;O
/;O
VEGF;B-Gene_o_prodotto_genico
-;O
C;O
cellule;O
di;O
in;O
Hec1a;B-Cellula
cellule;I-Cellula
(;O
3;O
.;O
2;O
vs;O
1;O
.;O
1;O
nodi;O
/;O
animale;O
""",""";O
rispettivamente;O
);O
.;O
;
Aumentato;O
linfangiogenesi;O
era;O
osservato;O
entro;O
tumori;B-Cancro
quando;O
Hec1a;O
/;O
VEGF;B-Gene_o_prodotto_genico
-;O
C;O
cellule;O
erano;O
inoculato;O
.;O
;
Queste;O
risultati;O
indicare;O
Quello;O
VEGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
gioca;O
un;O
critico;O
ruolo;O
in;O
linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
""",""";O
in;O
aggiunta;O
a;O
servendo;O
come;O
un;O
piattaforma;O
a;O
test;O
il;O
efficacia;O
di;O
Varie;O
terapeutico;O
MODALITÀ;O
contro;O
linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
.;O
;
-;I-Gene_o_prodotto_genico
17f;I-Gene_o_prodotto_genico
carenza;O
inibisce;O
piccolo;B-Organo
intestinale;I-Organo
tumorigenesi;O
in;O
APCMIN;B-Gene_o_prodotto_genico
/;O
+;O
.;O
;
-;I-Gene_o_prodotto_genico
17;I-Gene_o_prodotto_genico
gioca;O
un;O
importante;O
ruolo;O
in;O
intestino;B-Suddivisione_organismo
omeostasi;O
.;O
;
però;O
""",""";O
il;O
ruolo;O
di;O
-;I-Gene_o_prodotto_genico
17f;I-Gene_o_prodotto_genico
in;O
intestinale;B-Organo
tumorigenesi;O
ha;O
non;O
stato;O
indirizzato;O
.;O
;
Qui;O
noi;O
dimostrare;O
Quello;O
ablazione;O
di;O
-;I-Gene_o_prodotto_genico
17f;I-Gene_o_prodotto_genico
inibisce;O
spontaneo;O
intestinale;B-Organo
tumorigenesi;O
in;O
il;O
piccolo;B-Organo
intestino;I-Organo
di;O
APC;B-Gene_o_prodotto_genico
(;O
Min;O
/;O
+;O
);O
.;O
;
-;I-Gene_o_prodotto_genico
17f;I-Gene_o_prodotto_genico
ablazione;O
diminuito;O
-;I-Gene_o_prodotto_genico
1beta;I-Gene_o_prodotto_genico
e;O
Cox;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
espressione;O
come;O
bene;O
come;O
-;I-Gene_o_prodotto_genico
17;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
(;O
-;I-Gene_o_prodotto_genico
17RC;I-Gene_o_prodotto_genico
);O
espressione;O
""",""";O
quale;O
erano;O
in;O
tumori;B-Cancro
APC;B-Gene_o_prodotto_genico
(;O
Min;O
/;O
+;O
);O
.;O
;
di;O
-;I-Gene_o_prodotto_genico
17f;I-Gene_o_prodotto_genico
fatto;O
non;O
inversione;O
il;O
splenomegalia;B-Formazione_patologica
ma;O
parzialmente;O
restaurato;O
timido;B-Organo
atrofia;O
""",""";O
Suggerendo;O
un;O
Locale;O
effetto;O
di;O
-;I-Gene_o_prodotto_genico
17f;I-Gene_o_prodotto_genico
in;O
il;O
intestino;B-Organo
.;O
;
-;I-Gene_o_prodotto_genico
17f;I-Gene_o_prodotto_genico
carente;O
APC;B-Gene_o_prodotto_genico
(;O
Min;O
/;O
+;O
);O
mostrato;O
un;O
significativo;O
diminuire;O
in;O
immune;B-Cellula
cellula;I-Cellula
infiltrazione;O
in;O
il;O
lamina;B-Tessuto
propria;I-Tessuto
.;O
;
Interessante;O
""",""";O
il;O
espressione;O
di;O
-;I-Gene_o_prodotto_genico
17a;I-Gene_o_prodotto_genico
CD4;B-Gene_o_prodotto_genico
T;I-Gene_o_prodotto_genico
cellule;O
in;O
il;O
lamina;B-Tessuto
propria;I-Tessuto
resti;O
invariato;O
in;O
il;O
assenza;O
di;O
-;I-Gene_o_prodotto_genico
17f;I-Gene_o_prodotto_genico
.;O
;
Collettivamente;O
""",""";O
Nostro;O
risultati;O
suggerire;O
il;O
proinfiammatorio;O
e;O
essenziale;O
ruolo;O
di;O
-;I-Gene_o_prodotto_genico
17f;I-Gene_o_prodotto_genico
a;O
sviluppare;O
spontaneo;O
intestinale;B-Organo
tumorigenesi;O
in;O
APC;B-Gene_o_prodotto_genico
(;O
Min;O
/;O
+;O
);O
in;O
il;O
presenza;O
di;O
-;I-Gene_o_prodotto_genico
17a;I-Gene_o_prodotto_genico
.;O
;
Curcumina;B-Semplice_chimico
inibisce;O
metastatico;O
progressione;O
di;O
Seno;B-Cellula
cancro;I-Cellula
cellula;I-Cellula
attraverso;O
soppressione;O
di;O
Urokinase;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
genere;I-Gene_o_prodotto_genico
Plasminogen;I-Gene_o_prodotto_genico
attivatore;I-Gene_o_prodotto_genico
di;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
kappa;I-Gene_o_prodotto_genico
B;I-Gene_o_prodotto_genico
segnalazione;O
percorsi;O
.;O
;
Curcumina;B-Semplice_chimico
(;O
1;B-Semplice_chimico
""",""";I-Semplice_chimico
7;I-Semplice_chimico
-;I-Semplice_chimico
bis;I-Semplice_chimico
(;I-Semplice_chimico
4;I-Semplice_chimico
-;I-Semplice_chimico
Hydroxy;I-Semplice_chimico
-;I-Semplice_chimico
3;I-Semplice_chimico
-;I-Semplice_chimico
Metossifenil;I-Semplice_chimico
);I-Semplice_chimico
-;I-Semplice_chimico
1;I-Semplice_chimico
""",""";I-Semplice_chimico
6;I-Semplice_chimico
-;I-Semplice_chimico
eptadiene;I-Semplice_chimico
-;I-Semplice_chimico
3;I-Semplice_chimico
""",""";I-Semplice_chimico
5;I-Semplice_chimico
-;I-Semplice_chimico
dione;I-Semplice_chimico
);O
""",""";O
è;O
estratto;O
il;O
pianta;O
Curcuma;B-Organismo
longa;I-Organismo
.;O
;
Esso;O
era;O
recentemente;O
segnalato;O
per;O
suo;O
Anticancer;B-Cancro
effetto;O
Su;O
parecchi;O
Tipi;O
di;O
cancro;B-Cellula
cellule;I-Cellula
in;O
vitro;O
però;O
""",""";O
il;O
molecolare;O
meccanismi;O
di;O
questo;O
Anticancer;B-Cancro
effetto;O
sono;O
non;O
completamente;O
inteso;O
.;O
;
In;O
il;O
regalo;O
studio;O
""",""";O
noi;O
valutato;O
il;O
Effetti;O
di;O
curcumina;B-Semplice_chimico
Su;O
umano;B-Organismo
mammario;B-Cellula
epiteliale;I-Cellula
carcinoma;I-Cellula
Mcf;I-Cellula
-;I-Cellula
7;I-Cellula
cellule;I-Cellula
.;O
;
Cellule;B-Cellula
erano;O
trattati;O
curcumina;B-Semplice_chimico
e;O
esaminato;O
per;O
cellula;B-Cellula
Viabilità;O
di;O
Mt;O
dosaggio;O
.;O
;
Il;O
cellule;B-Cellula
invasione;O
era;O
dimostrato;O
di;O
transwell;O
dosaggio;O
.;O
;
Il;O
legame;O
attività;O
di;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
a;O
Dna;B-Componente_cellulare
era;O
esaminato;O
in;O
nucleare;B-Sostanza_organismo
estratti;I-Sostanza_organismo
usando;O
Trans;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
SONO;I-Gene_o_prodotto_genico
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
Elisa;O
kit;O
.;O
;
Occidentale;O
macchia;O
era;O
eseguita;O
a;O
rilevare;O
il;O
effetto;O
di;O
curcumina;B-Semplice_chimico
Su;O
il;O
espressione;O
di;O
upa;B-Gene_o_prodotto_genico
.;O
;
risultati;O
mostrato;O
Quello;O
curcumina;B-Semplice_chimico
dose;O
-;O
dipendentemente;O
inibito;O
(;O
P;O
<;O
0;O
.;O
5;O
);O
il;O
proliferazione;O
di;O
Mcf;B-Cellula
-;I-Cellula
7;I-Cellula
cellule;I-Cellula
.;O
;
""",""";O
il;O
adesione;O
e;O
invasione;O
capacità;O
di;O
Mcf;B-Cellula
-;I-Cellula
7;I-Cellula
cellule;I-Cellula
erano;O
nettamente;O
inibito;O
quando;O
trattati;O
diverso;O
concentrazioni;O
di;O
curcumina;B-Semplice_chimico
.;O
;
Curcumina;B-Semplice_chimico
anche;O
diminuito;O
(;O
P;O
<;O
0;O
.;O
5;O
);O
il;O
espressione;O
di;O
upa;B-Gene_o_prodotto_genico
e;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
Dna;B-Componente_cellulare
legame;O
attività;O
""",""";O
rispettivamente;O
.;O
;
Esso;O
è;O
concluso;O
Quello;O
curcumina;B-Semplice_chimico
inibisce;O
il;O
adesione;O
e;O
invasione;O
di;O
Mcf;B-Cellula
-;I-Cellula
7;I-Cellula
cellule;I-Cellula
attraverso;O
-;O
regolazione;O
il;O
proteina;O
espressione;O
di;O
upa;B-Gene_o_prodotto_genico
attraverso;O
di;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
Attivazione;O
.;O
;
""",""";O
il;O
terapeutico;O
potenziale;O
di;O
curcumina;B-Semplice_chimico
per;O
Seno;B-Cancro
cancro;I-Cancro
merita;O
ulteriore;O
studio;O
.;O
;
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
funzioni;O
come;O
un;O
molecolare;O
interruttore;O
a;O
alter;O
il;O
risposta;O
di;O
umano;B-Organismo
mammario;B-Cellula
epiteliale;I-Cellula
cellule;I-Cellula
a;O
oncostatina;B-Gene_o_prodotto_genico
m;I-Gene_o_prodotto_genico
.;O
;
Citochines;O
un;O
importante;O
ruolo;O
in;O
creazione;O
un;O
infiammatorio;O
microambiente;O
""",""";O
quale;O
è;O
Ora;O
considerato;O
un;O
marchio;O
di;O
cancro;B-Cancro
.;O
;
Sebbene;O
tumore;B-Cellula
cellule;I-Cellula
Potere;O
sfruttare;O
cytochine;O
segnalazione;O
a;O
promuovere;O
crescita;O
""",""";O
invasione;O
""",""";O
e;O
metastasi;O
""",""";O
il;O
risposta;O
di;O
normale;O
e;O
premalignant;B-Cellula
epiteliale;I-Cellula
cellule;I-Cellula
a;O
citochines;O
regalo;O
in;O
un;O
sviluppando;O
tumore;B-Cancro
microambiente;O
resti;O
.;O
;
Oncostatina;B-Gene_o_prodotto_genico
m;I-Gene_o_prodotto_genico
(;O
Osm;B-Gene_o_prodotto_genico
);O
""",""";O
un;O
-;I-Gene_o_prodotto_genico
6;I-Gene_o_prodotto_genico
famiglia;O
cytochine;O
responsabile;O
per;O
Stat3;B-Gene_o_prodotto_genico
Attivazione;O
""",""";O
ha;O
stato;O
implicato;O
in;O
cancro;B-Cancro
sviluppo;O
""",""";O
progressione;O
""",""";O
invasione;O
""",""";O
e;O
metastasi;O
.;O
;
Paradossalmente;O
""",""";O
Osm;B-Gene_o_prodotto_genico
Potere;O
anche;O
sopprimere;O
il;O
crescita;O
di;O
normale;O
cellule;B-Cellula
e;O
certo;B-Cellula
tumore;I-Cellula
-;I-Cellula
derivato;I-Cellula
cellula;I-Cellula
Linee;I-Cellula
.;O
;
Usando;O
isogenico;O
umano;B-Organismo
mammario;B-Cellula
epiteliale;I-Cellula
cellule;I-Cellula
(;O
Hmec;B-Cellula
);O
a;O
diverso;O
fasi;O
di;O
neoplastico;O
trasformazione;O
""",""";O
noi;O
trovato;O
Quello;O
Osm;B-Gene_o_prodotto_genico
segnalazione;O
soppresso;O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
espressione;O
e;O
impegnato;O
un;O
P16;B-Gene_o_prodotto_genico
-;O
e;O
P53;B-Gene_o_prodotto_genico
-;O
indipendente;O
crescita;O
arresto;O
Quello;O
necessario;O
Stat3;B-Gene_o_prodotto_genico
attività;O
.;O
;
Inibizione;O
di;O
Stat3;B-Gene_o_prodotto_genico
Attivazione;O
di;O
esprimere;O
un;O
dominante;O
-;O
negativo;O
Stat3;B-Gene_o_prodotto_genico
proteina;O
o;O
un;O
Stat3;B-Gene_o_prodotto_genico
-;O
shrna;O
prevenuto;O
il;O
Osm;B-Gene_o_prodotto_genico
-;O
mediato;O
arresto;O
.;O
;
In;O
aggiunta;O
""",""";O
espressione;O
di;O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
un;O
costitutivo;O
promotore;O
anche;O
abrogato;O
il;O
Stat3;B-Gene_o_prodotto_genico
-;O
mediato;O
arresto;O
""",""";O
e;O
straordinariamente;O
""",""";O
collaborato;O
Osm;B-Gene_o_prodotto_genico
a;O
promuovere;O
ancoraggio;O
-;O
indipendente;O
crescita;O
(;O
Aig;O
);O
""",""";O
un;O
proprietà;O
associato;O
maligno;O
trasformazione;O
.;O
;
Cooperativa;O
trasformazione;O
di;O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
e;O
Osm;B-Gene_o_prodotto_genico
necessario;O
Pi3k;B-Gene_o_prodotto_genico
e;O
Akt;B-Gene_o_prodotto_genico
segnalazione;O
""",""";O
mostrando;O
il;O
importanza;O
di;O
multiplo;O
segnalazione;O
percorsi;O
di;O
il;O
Osm;B-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
in;O
definizione;O
il;O
cellulare;B-Cellula
risposta;O
a;O
citochines;O
.;O
;
Queste;O
reperti;O
identificare;O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
come;O
un;O
importante;O
molecolare;O
interruttore;O
Quello;O
altera;O
il;O
cellulare;B-Cellula
risposta;O
a;O
Osm;B-Gene_o_prodotto_genico
-;O
mediato;O
segnalazione;O
tumore;B-Cancro
soppressivo;O
a;O
tumore;B-Cancro
Promozione;O
.;O
;
Pthrp;B-Gene_o_prodotto_genico
drives;O
Seno;B-Cancro
tumore;I-Cancro
iniziazione;O
""",""";O
progressione;O
""",""";O
e;O
metastasi;O
in;O
e;O
è;O
un;O
potenziale;O
terapia;O
obbiettivo;O
.;O
;
Parathyroid;B-Gene_o_prodotto_genico
ormone;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
imparentato;I-Gene_o_prodotto_genico
proteina;I-Gene_o_prodotto_genico
(;O
Pthrp;B-Gene_o_prodotto_genico
);O
è;O
un;O
secreto;O
fattore;O
espresso;O
in;O
quasi;O
Tutti;O
normale;O
fetale;B-Tessuto
e;O
adulto;B-Tessuto
tessuti;I-Tessuto
.;O
;
Esso;O
è;O
coinvolto;O
in;O
un;O
largo;O
gamma;O
di;O
sviluppo;O
e;O
fisiologico;O
processi;O
""",""";O
Compreso;O
siero;B-Sostanza_organismo
calcio;B-Semplice_chimico
regolamento;O
.;O
;
Pthrp;B-Gene_o_prodotto_genico
è;O
anche;O
associato;O
il;O
progressione;O
di;O
scheletrico;B-Organo
metastasi;O
""",""";O
e;O
suo;O
disregolato;O
espressione;O
in;O
Avanzate;O
Canceri;B-Cancro
cause;O
malignità;O
-;O
associato;O
Hypercalcemia;O
.;O
;
Sebbene;O
Pthrp;B-Gene_o_prodotto_genico
è;O
frequentemente;O
espresso;O
di;O
Seno;B-Cancro
tumori;I-Cancro
e;O
Altro;O
solido;B-Cancro
Canceri;I-Cancro
""",""";O
suo;O
Effetti;O
Su;O
tumore;B-Cancro
progressione;O
sono;O
.;O
;
Qui;O
""",""";O
noi;O
dimostrare;O
in;O
pleiotropico;O
coinvolgimento;O
di;O
Pthrp;B-Gene_o_prodotto_genico
in;O
chiave;O
passi;O
di;O
Seno;B-Cancro
cancro;I-Cancro
-;O
esso;O
influenze;O
il;O
iniziazione;O
e;O
progressione;O
di;O
primario;B-Cancro
tumori;I-Cancro
e;O
metastasi;O
.;O
;
Pthrp;B-Gene_o_prodotto_genico
ablazione;O
in;O
il;O
mammario;B-Tessuto
epitelio;I-Tessuto
di;O
il;O
Pymt;B-Gene_o_prodotto_genico
-;O
Mmtv;B-Organismo
Seno;B-Cancro
cancro;I-Cancro
topo;B-Organismo
modello;O
causato;O
un;O
ritardo;O
in;O
primario;O
tumore;B-Cancro
iniziazione;O
""",""";O
inibito;O
tumore;B-Cancro
progressione;O
""",""";O
e;O
ridotto;O
metastasi;O
a;O
distale;O
siti;O
.;O
;
Meccanisticamente;O
""",""";O
esso;O
ridotto;O
espressione;O
di;O
molecolare;O
marcatori;O
di;O
cellula;B-Cellula
proliferazione;O
(;O
Ki67;B-Gene_o_prodotto_genico
);O
e;O
angiogenesi;O
(;O
fattore;B-Gene_o_prodotto_genico
VIII;I-Gene_o_prodotto_genico
);O
""",""";O
antiapoptotic;O
fattore;O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
""",""";O
cellula;B-Cellula
-;O
ciclo;O
progressione;O
regolatore;O
ciclinario;B-Gene_o_prodotto_genico
D1;I-Gene_o_prodotto_genico
""",""";O
e;O
sopravvivenza;O
fattore;O
AKT1;B-Gene_o_prodotto_genico
.;O
;
Pthrp;B-Gene_o_prodotto_genico
anche;O
influenzato;O
espressione;O
di;O
il;O
adesione;O
fattore;O
Cxcr4;B-Gene_o_prodotto_genico
""",""";O
e;O
coexpressione;O
di;O
Pthrp;B-Gene_o_prodotto_genico
e;O
Cxcr4;B-Gene_o_prodotto_genico
era;O
cruciale;O
per;O
metastatico;O
propagazione;O
.;O
;
Importante;O
""",""";O
Pthrp;B-Gene_o_prodotto_genico
-;O
specifica;O
neutralizzante;O
anticorpi;O
rallentato;O
il;O
progressione;O
e;O
metastasi;O
di;O
umano;B-Organismo
Seno;B-Cancro
cancro;I-Cancro
xenografts;I-Cancro
.;O
;
dati;O
identificare;O
noi;O
credere;O
a;O
essere;O
nuovo;O
funzioni;O
per;O
Pthrp;B-Gene_o_prodotto_genico
in;O
parecchi;O
chiave;O
passi;O
di;O
Seno;B-Cancro
cancro;I-Cancro
e;O
suggerire;O
Quello;O
Pthrp;B-Gene_o_prodotto_genico
può;O
costituire;O
un;O
romanzo;O
obbiettivo;O
per;O
terapeutico;O
intervento;O
.;O
;
Aquaporins;B-Gene_o_prodotto_genico
in;O
umano;B-Organismo
Seno;B-Cancro
cancro;I-Cancro
:;O
identificazione;O
e;O
coinvolgimento;O
in;O
carcinogenesi;O
di;O
Seno;B-Cancro
cancro;I-Cancro
.;O
;
SFONDO;O
E;O
Obiettivi;O
:;O
Aquaporins;B-Gene_o_prodotto_genico
(;O
AQPS;B-Gene_o_prodotto_genico
);O
importante;O
ruoli;O
in;O
acqua;B-Semplice_chimico
e;O
glicerolo;B-Semplice_chimico
trasporto;O
.;O
;
Recentemente;O
""",""";O
il;O
ruolo;O
di;O
AQPS;B-Gene_o_prodotto_genico
in;O
umano;B-Organismo
carcinogenesi;O
ha;O
diventare;O
un;O
di;O
Grande;O
interesse;O
.;O
;
però;O
""",""";O
poco;O
è;O
conosciuto;O
di;O
il;O
funzione;O
di;O
AQPS;B-Gene_o_prodotto_genico
in;O
umano;B-Organismo
Seno;B-Cancro
cancro;I-Cancro
.;O
;
Il;O
scopo;O
di;O
questo;O
studio;O
era;O
a;O
indagare;O
il;O
espressione;O
profilo;O
di;O
AQPS;B-Gene_o_prodotto_genico
in;O
umano;B-Organismo
Seno;B-Cancro
cancro;I-Cancro
e;O
suo;O
significato;O
.;O
;
Metodi;O
:;O
In;O
questo;O
studio;O
""",""";O
noi;O
schermato;O
il;O
espressione;O
profilo;O
di;O
AQP0;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
12;I-Gene_o_prodotto_genico
in;O
Seno;B-Tessuto
cancro;I-Tessuto
tessuti;I-Tessuto
e;O
corrispondente;O
normale;B-Tessuto
tessuti;I-Tessuto
di;O
Rt;O
-;O
Pcr;O
""",""";O
Occidentale;O
blotting;O
e;O
immunoistochimica;O
.;O
;
Risultati;O
:;O
AQP1;B-Gene_o_prodotto_genico
""",""";O
3;B-Gene_o_prodotto_genico
-;O
5;B-Gene_o_prodotto_genico
""",""";O
e;O
10;B-Gene_o_prodotto_genico
-;O
12;B-Gene_o_prodotto_genico
erano;O
espresso;O
in;O
umano;B-Organismo
Seno;B-Cancro
cancro;I-Cancro
e;O
/;O
o;O
normale;O
Seno;B-Tessuto
