tokens;ner_tags
grande;B-Gene_o_prodotto_genico
T;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
antigene;I-Gene_o_prodotto_genico
e;O
P53;B-Gene_o_prodotto_genico
""",""";O
ma;O
il;O
presenza;O
di;O
alcuni;O
artefattal;O
siti;O
Potevo;O
non;O
essere;O
completamente;O
escluso;O
.;O
;
Sebbene;O
contaminando;O
Kinases;O
erano;O
rilevabile;O
in;O
il;O
immune;O
complessi;O
""",""";O
a;O
meno;O
il;O
P53;B-Gene_o_prodotto_genico
molecole;O
erano;O
fosforilato;O
in;O
vitro;O
in;O
un;O
specifica;O
modo;O
.;O
;
Questo;O
seguito;O
parecchi;O
caratteristiche;O
di;O
il;O
immune;O
complesso;O
chinasi;O
reazioni;O
e;O
specialmente;O
il;O
forte;O
inibizione;O
di;O
P53;B-Gene_o_prodotto_genico
fosforilazione;O
di;O
Due;O
anti;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
grande;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
T;I-Gene_o_prodotto_genico
monoclonale;I-Gene_o_prodotto_genico
anticorpi;I-Gene_o_prodotto_genico
.;O
;
Esso;O
era;O
mostrato;O
Quello;O
grande;B-Gene_o_prodotto_genico
T;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
antigene;I-Gene_o_prodotto_genico
mostrato;O
associato;O
chinasi;O
attività;O
""",""";O
benché;O
nessuno;O
di;O
Nostro;O
risultati;O
Potevo;O
dimostrare;O
un;O
intrinseco;O
chinasi;O
attività;O
di;O
questo;O
proteina;O
.;O
;
Finalmente;O
""",""";O
anti;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
P53;I-Gene_o_prodotto_genico
monoclonale;I-Gene_o_prodotto_genico
anticorpi;I-Gene_o_prodotto_genico
soltanto;O
leggermente;O
ricercato;O
in;O
vitro;O
fosforilazione;O
reazioni;O
""",""";O
invece;O
un;O
P53;B-Gene_o_prodotto_genico
molecola;O
un;O
simiano;B-Organismo
virus;I-Organismo
40;I-Organismo
-;O
gratuito;O
""",""";O
chimicamente;O
trasformato;O
umano;B-Organismo
cellula;B-Cellula
linea;I-Cellula
era;O
non;O
fosforilato;O
in;O
vitro;O
sotto;O
qualunque;O
condizione;O
testato;O
.;O
;
così;O
""",""";O
esso;O
è;O
altamente;O
improbabile;O
Quello;O
il;O
P53;B-Gene_o_prodotto_genico
molecola;O
per;O
se;O
porta;O
intrinseco;O
o;O
anche;O
associato;O
chinasi;O
Attività;O
.;O
;
Molecolare;O
Mediatori;O
di;O
interazioni;O
extracellulare;B-Componente_cellulare
matrice;I-Componente_cellulare
componenti;I-Componente_cellulare
in;O
metastasi;O
e;O
angiogenesi;O
.;O
;
Metastasi;O
e;O
tumore;B-Cancro
angiogenesi;O
sono;O
invasivo;O
fenomeni;O
e;O
Condividere;O
molti;O
Comune;O
proprietà;O
a;O
il;O
fisiologico;O
livello;O
e;O
alcuni;O
somiglianze;O
a;O
il;O
molecolare;O
livello;O
.;O
;
Ogni;O
consiste;O
di;O
ripetitivo;O
cicli;O
di;O
interazione;O
adiacente;O
extracellulare;B-Componente_cellulare
matrice;I-Componente_cellulare
componenti;I-Componente_cellulare
di;O
mediazione;O
cellulare;B-Cellula
adesione;O
""",""";O
matrice;B-Componente_cellulare
dissoluzione;O
""",""";O
e;O
cellulare;B-Cellula
motilità;O
a;O
raggiungere;O
metastasi;O
di;O
cancro;B-Cellula
cellule;I-Cellula
o;O
neovascolarizzazione;O
di;O
tumori;B-Cancro
.;O
;
Molecolare;O
fattori;O
quale;O
strumento;O
questo;O
triade;O
di;O
eventi;O
sono;O
rivisto;O
""",""";O
come;O
sono;O
parecchi;O
segnale;O
Trasmissione;O
componenti;O
quale;O
Maggio;O
regolare;O
loro;O
.;O
;
Alcuni;O
potenzialmente;O
promettente;O
prognostico;O
""",""";O
diagnostico;O
""",""";O
e;O
terapeutico;O
MODALITÀ;O
per;O
tumore;B-Cancro
angiogenesi;O
e;O
metastatico;O
malattia;O
sono;O
anche;O
discusso;O
.;O
;
Soppresso;O
trasformazione;O
e;O
indotto;O
differenziazione;O
di;O
SUA;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
/;O
neu;B-Gene_o_prodotto_genico
-;O
sovraespressione;O
Seno;B-Cellula
cancro;I-Cellula
cellule;I-Cellula
di;O
emodina;B-Semplice_chimico
.;O
;
Il;O
amplificazione;O
e;O
sovraespressione;O
di;O
il;O
SUA;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
/;O
neu;B-Gene_o_prodotto_genico
proto;O
-;O
oncogene;O
""",""";O
quale;O
codifica;O
il;O
tirosina;B-Aminoacido
chinasi;O
recettore;O
P185NEU;B-Gene_o_prodotto_genico
""",""";O
avere;O
stato;O
osservato;O
frequentemente;O
in;O
tumori;B-Cancro
umano;B-Organismo
Seno;B-Cancro
cancro;I-Cancro
pazienti;B-Organismo
e;O
sono;O
correlato;O
povero;O
prognosi;O
.;O
;
Per;O
Esplorare;O
il;O
potenziale;O
di;O
chemioterapia;O
dirette;O
a;O
il;O
tirosina;B-Aminoacido
chinasi;O
di;O
P185NEU;B-Gene_o_prodotto_genico
""",""";O
noi;O
avere;O
trovato;O
Quello;O
emodina;B-Semplice_chimico
(;O
3;B-Semplice_chimico
-;I-Semplice_chimico
metile;I-Semplice_chimico
-;I-Semplice_chimico
1;I-Semplice_chimico
""",""";I-Semplice_chimico
6;I-Semplice_chimico
""",""";I-Semplice_chimico
8;I-Semplice_chimico
-;I-Semplice_chimico
trihydroxyanthraquinone;I-Semplice_chimico
);O
""",""";O
un;O
tirosina;B-Gene_o_prodotto_genico
chinasi;I-Gene_o_prodotto_genico
inibitore;O
""",""";O
soppressi;O
autofosforilazione;O
e;O
trasfosforilazione;O
Attività;O
di;O
SUA;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
/;O
neu;B-Gene_o_prodotto_genico
tirosina;B-Aminoacido
chinasi;O
""",""";O
risultante;O
in;O
tirosina;B-Aminoacido
ipofosforilazione;O
di;O
P185NEU;B-Gene_o_prodotto_genico
in;O
SUA;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
/;O
neu;B-Gene_o_prodotto_genico
-;O
sovraespressione;O
Seno;B-Cellula
cancro;I-Cellula
cellule;I-Cellula
.;O
;
Emodina;B-Semplice_chimico
""",""";O
a;O
un;O
40;O
-;O
microm;O
concentrazione;O
""",""";O
quale;O
represso;O
tirosina;B-Aminoacido
chinasi;O
di;O
P185NEU;B-Gene_o_prodotto_genico
""",""";O
efficientemente;O
inibito;O
entrambi;O
ancoraggio;O
-;O
dipendente;O
e;O
ancoraggio;O
-;O
indipendente;O
crescita;O
di;O
SUA;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
/;O
neu;B-Gene_o_prodotto_genico
-;O
sovraespressione;O
Seno;B-Cellula
cancro;I-Cellula
cellule;I-Cellula
.;O
;
però;O
""",""";O
il;O
inibizione;O
era;O
tanto;O
meno;O
efficace;O
per;O
quelli;O
cellule;B-Cellula
esprimere;O
basale;O
livelli;O
di;O
P185NEU;B-Gene_o_prodotto_genico
sotto;O
il;O
stesso;O
Condizioni;O
.;O
;
Emodina;B-Semplice_chimico
anche;O
indotto;O
differenziazione;O
di;O
SUA;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
/;O
neu;B-Gene_o_prodotto_genico
-;O
sovraespressione;O
Seno;B-Cellula
cancro;I-Cellula
cellule;I-Cellula
di;O
Espositore;O
un;O
morfologico;O
maturazione;O
proprietà;O
di;O
grande;O
pizzo;O
nuclei;B-Componente_cellulare
circondato;O
di;O
considerevole;O
piatto;B-Sostanza_organismo
citoplasma;I-Sostanza_organismo
e;O
di;O
mostrando;O
un;O
misurabile;O
produzione;O
di;O
grande;O
lipid;B-Semplice_chimico
goccioline;O
""",""";O
quale;O
è;O
un;O
marcatore;O
di;O
maturo;B-Cellula
Seno;I-Cellula
cellule;I-Cellula
.;O
;
Perciò;O
""",""";O
Nostro;O
risultati;O
indicare;O
Quello;O
emodina;B-Semplice_chimico
inibisce;O
SUA;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
/;O
neu;B-Gene_o_prodotto_genico
tirosina;B-Aminoacido
chinasi;O
attività;O
e;O
preferenzialmente;O
soppressi;O
crescita;O
e;O
induce;O
differenziazione;O
di;O
SUA;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
/;O
neu;B-Gene_o_prodotto_genico
-;O
sovraespressione;O
cancro;B-Cellula
cellule;I-Cellula
.;O
;
Queste;O
risultati;O
Maggio;O
avere;O
chemioterapico;O
implicazioni;O
per;O
usando;O
emodina;B-Semplice_chimico
a;O
obbiettivo;O
SUA;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
/;O
neu;B-Gene_o_prodotto_genico
-;O
sovraespressione;O
cancro;B-Cellula
cellule;I-Cellula
.;O
;
Metastatico;O
NIH;B-Cellula
3T3;I-Cellula
X;I-Cellula
Lta;I-Cellula
cellula;I-Cellula
ibridi;I-Cellula
esprimere;O
72;B-Gene_o_prodotto_genico
kda;I-Gene_o_prodotto_genico
genere;I-Gene_o_prodotto_genico
IV;I-Gene_o_prodotto_genico
collagenase;I-Gene_o_prodotto_genico
.;O
;
Noi;O
segnalato;O
Quello;O
il;O
murina;B-Organismo
fibroblasto;B-Cellula
cellula;I-Cellula
linea;I-Cellula
Lta;I-Cellula
è;O
tumorigenico;O
ma;O
non;O
-;O
metastatico;O
""",""";O
e;O
è;O
non;O
-;O
reattivo;O
a;O
un;O
trasfettato;O
h;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
oncogene;O
.;O
;
In;O
contrasto;O
""",""";O
NIH;B-Cellula
3T3;I-Cellula
cellule;I-Cellula
sono;O
non;O
-;O
tumorigenico;O
ma;O
sono;O
ras;B-Gene_o_prodotto_genico
-;O
reattivo;O
e;O
diventare;O
metastatico;O
quando;O
trasfettato;O
ras;B-Gene_o_prodotto_genico
.;O
;
Somatico;B-Cellula
cellula;I-Cellula
ibridi;I-Cellula
tra;O
Lta;B-Cellula
e;O
NIH;B-Cellula
3T3;I-Cellula
cellule;I-Cellula
sono;O
tumorigenico;O
""",""";O
metastatico;O
e;O
ras;B-Gene_o_prodotto_genico
-;O
reattivo;O
.;O
;
Qui;O
noi;O
esaminato;O
espressione;O
di;O
genere;B-Gene_o_prodotto_genico
IV;I-Gene_o_prodotto_genico
collagenases;I-Gene_o_prodotto_genico
in;O
genitore;O
Lta;B-Cellula
e;O
NIH;B-Cellula
3T3;I-Cellula
cellule;I-Cellula
(;O
e;O
ras;B-Gene_o_prodotto_genico
);O
e;O
quattro;O
metastatico;O
Lta;B-Cellula
X;I-Cellula
NIH;I-Cellula
3T3;I-Cellula
ibridi;I-Cellula
(;O
anche;O
e;O
ras;B-Gene_o_prodotto_genico
);O
.;O
;
Genitore;O
NIH;B-Cellula
3T3;I-Cellula
-;I-Cellula
derivato;I-Cellula
cellule;I-Cellula
aveva;O
entrambi;O
72;B-Gene_o_prodotto_genico
kda;I-Gene_o_prodotto_genico
e;O
92;B-Gene_o_prodotto_genico
kda;I-Gene_o_prodotto_genico
gelatinasi;I-Gene_o_prodotto_genico
Attività;O
""",""";O
e;O
Lta;B-Cellula
-;O
derivato;O
cellule;B-Cellula
aveva;O
o;O
abermanente;O
dimensionato;O
circa;O
90;B-Gene_o_prodotto_genico
kda;I-Gene_o_prodotto_genico
attività;O
solo;O
o;O
enzima;O
attività;O
.;O
;
Tutto;O
quattro;O
metastatico;O
ibridi;B-Cellula
espresso;O
60;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
72;I-Gene_o_prodotto_genico
kda;I-Gene_o_prodotto_genico
gelatinasi;I-Gene_o_prodotto_genico
attività;O
""",""";O
mentre;O
tre;O
di;O
loro;O
anche;O
aveva;O
92;B-Gene_o_prodotto_genico
kda;I-Gene_o_prodotto_genico
attività;O
e;O
uno;O
aveva;O
soltanto;O
minimo;O
92;B-Gene_o_prodotto_genico
kda;I-Gene_o_prodotto_genico
attività;O
.;O
;
così;O
il;O
metastatico;O
fenotipo;O
di;O
il;O
ibridi;B-Cellula
era;O
associato;O
espressione;O
di;O
72;B-Gene_o_prodotto_genico
kda;I-Gene_o_prodotto_genico
gelatinasi;I-Gene_o_prodotto_genico
.;O
;
Livelli;O
di;O
Rna;O
per;O
inibitori;O
di;O
metalloproteinases;O
(;O
Timp;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
""",""";O
Timp;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
);O
erano;O
relativamente;O
costante;O
""",""";O
Suggerendo;O
indipendente;O
regolamento;O
di;O
genere;B-Gene_o_prodotto_genico
IV;I-Gene_o_prodotto_genico
collagenases;I-Gene_o_prodotto_genico
e;O
inibitori;O
.;O
;
Meridionale;O
blotting;O
e;O
sondaggio;O
Pcr;O
-;O
sintetizzato;O
cDNA;O
frammenti;O
di;O
il;O
topo;B-Organismo
72;B-Gene_o_prodotto_genico
kda;I-Gene_o_prodotto_genico
genere;I-Gene_o_prodotto_genico
IV;I-Gene_o_prodotto_genico
collagenase;I-Gene_o_prodotto_genico
gene;O
mostrato;O
Quello;O
questo;O
gene;O
era;O
regalo;O
in;O
Tutti;O
cellule;B-Cellula
benché;O
il;O
struttura;O
di;O
questo;O
gene;O
in;O
uno;O
di;O
il;O
tre;O
Lta;B-Cellula
cellula;I-Cellula
Linee;I-Cellula
diverso;O
Quello;O
di;O
il;O
Altro;O
cellule;B-Cellula
.;O
;
risultati;O
suggerire;O
Quello;O
un;O
chiave;O
modificare;O
in;O
il;O
metastatico;O
ibridi;B-Cellula
""",""";O
parente;O
a;O
non;O
-;O
metastatico;O
genitore;O
Lta;B-Cellula
cellule;I-Cellula
""",""";O
è;O
induzione;O
di;O
espressione;O
di;O
72;B-Gene_o_prodotto_genico
kda;I-Gene_o_prodotto_genico
genere;I-Gene_o_prodotto_genico
IV;I-Gene_o_prodotto_genico
collagenase;I-Gene_o_prodotto_genico
.;O
;
Neoplastico;O
progressione;O
di;O
umano;B-Organismo
colorante;B-Cancro
cancro;I-Cancro
è;O
associato;O
sovraespressione;O
di;O
il;O
stromelysin;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
3;I-Gene_o_prodotto_genico
e;O
BM;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
40;I-Gene_o_prodotto_genico
/;O
Sparc;B-Gene_o_prodotto_genico
geni;O
.;O
;
Il;O
interazione;O
di;O
neoplastico;B-Cellula
cellule;I-Cellula
il;O
extracellulare;B-Componente_cellulare
matrice;I-Componente_cellulare
è;O
un;O
critico;O
evento;O
per;O
il;O
iniziazione;O
di;O
cancro;B-Cancro
invasione;O
e;O
metastasi;O
.;O
;
Questo;O
studio;O
era;O
progettato;O
a;O
valutare;O
il;O
potenziale;O
coinvolgimento;O
di;O
stromelysin;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
3;I-Gene_o_prodotto_genico
(;O
St3;B-Gene_o_prodotto_genico
);O
""",""";O
un;O
recentemente;O
identificato;O
membro;O
di;O
il;O
matrice;O
-;O
degradante;O
metalloproteinasi;O
famiglia;O
""",""";O
e;O
di;O
BM;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
40;I-Gene_o_prodotto_genico
/;O
Sparc;B-Gene_o_prodotto_genico
""",""";O
un;O
glicoproteina;O
associato;O
il;O
extracellulare;B-Componente_cellulare
matrice;I-Componente_cellulare
""",""";O
durante;O
il;O
progressione;O
di;O
umano;B-Organismo
colorante;B-Cancro
Canceri;I-Cancro
.;O
;
Noi;O
analizzato;O
il;O
parente;O
abbondanza;O
di;O
St3;B-Gene_o_prodotto_genico
e;O
BM;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
40;I-Gene_o_prodotto_genico
/;O
Sparc;B-Gene_o_prodotto_genico
trascrizioni;O
di;O
Settentrionale;O
macchia;O
""",""";O
e;O
distribuzione;O
di;O
in;O
situ;O
ibridazione;O
""",""";O
in;O
normale;O
mucosa;B-Struttura_multi-tessuto
""",""";O
Benigno;B-Formazione_patologica
adenomas;I-Formazione_patologica
""",""";O
e;O
primario;O
colorante;B-Cancro
adenocarcinomi;I-Cancro
e;O
fegato;B-Organo
metastasi;O
.;O
;
Il;O
St3;B-Gene_o_prodotto_genico
e;O
BM;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
40;I-Gene_o_prodotto_genico
/;O
Sparc;B-Gene_o_prodotto_genico
trascrizioni;O
erano;O
sovraespresso;O
in;O
primario;O
colorante;B-Cancro
Canceri;I-Cancro
e;O
fegato;B-Organo
metastasi;O
rispetto;O
a;O
non;O
-;O
neoplastico;O
mucosa;B-Struttura_multi-tessuto
.;O
;
Queste;O
trascrizioni;O
erano;O
localizzato;O
in;O
stromalo;B-Cellula
fibroblasti;I-Cellula
adiacente;O
a;O
il;O
neoplastico;O
focalizzatore;O
.;O
;
Sovraespressione;O
di;O
St3;B-Gene_o_prodotto_genico
correlato;O
il;O
progressione;O
di;O
umano;B-Organismo
colorante;B-Cancro
tumori;I-Cancro
verso;O
Locale;O
invasione;O
e;O
fegato;B-Organo
metastasi;O
.;O
;
Induzione;O
di;O
queste;O
geni;O
anche;O
in;O
diverticolite;O
e;O
digestivo;O
Neoplasms;B-Cancro
tale;O
come;O
gastrico;B-Cancro
e;O
esofageo;B-Cancro
carcinomi;I-Cancro
.;O
;
-;O
regolamento;O
di;O
collagene;B-Gene_o_prodotto_genico
XII;I-Gene_o_prodotto_genico
in;O
trasformato;O
mesenchymal;B-Cellula
cellule;I-Cellula
.;O
;
collagene;B-Gene_o_prodotto_genico
XII;I-Gene_o_prodotto_genico
è;O
un;O
complesso;O
multidominio;O
proteina;O
associato;O
il;O
superficie;O
di;O
interstiziale;B-Organo
collagene;B-Gene_o_prodotto_genico
fibrille;B-Componente_cellulare
.;O
;
Questo;O
proteina;O
è;O
prodotto;O
in;O
grande;O
importi;O
di;O
fibroblasti;B-Cellula
coltivato;O
in;O
vitro;O
.;O
;
però;O
""",""";O
esso;O
è;O
completamente;O
assente;O
cellule;B-Cellula
trasformato;O
di;O
il;O
oncogene;O
V;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
o;O
V;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
src;I-Gene_o_prodotto_genico
e;O
cellule;B-Cellula
derivato;O
un;O
metilcolantrene;B-Semplice_chimico
-;O
indotto;O
fibrosarcoma;B-Cancro
.;O
;
Tutti;O
queste;O
cellule;B-Cellula
qualunque;O
mRNA;O
per;O
collagene;B-Gene_o_prodotto_genico
""",""";I-Gene_o_prodotto_genico
XII;I-Gene_o_prodotto_genico
""",""";O
esso;O
sembra;O
probabile;O
Quello;O
il;O
sintesi;O
è;O
bloccato;O
a;O
il;O
trascrizionale;O
livello;O
.;O
;
Esperimenti;O
un;O
temperatura;O
-;O
sensibile;O
mutante;O
di;O
Rous;B-Organismo
sarcoma;I-Organismo
virus;I-Organismo
dimostrato;O
Quello;O
un;O
separare;O
oncogene;O
Prodotto;O
è;O
sufficiente;O
a;O
inibire;O
il;O
sintesi;O
.;O
;
UN;O
riduzione;O
in;O
il;O
espressione;O
di;O
collagene;B-Gene_o_prodotto_genico
XII;I-Gene_o_prodotto_genico
potrebbe;O
avere;O
profondo;O
Effetti;O
Su;O
il;O
stabilità;O
di;O
il;O
extracellulare;B-Componente_cellulare
matrice;I-Componente_cellulare
di;O
trasformato;O
cellule;B-Cellula
.;O
;
comparativo;O
NMR;O
studio;O
di;O
un;O
differenziato;O
ratto;B-Organismo
epatoma;B-Cancro
e;O
suo;O
dedifferenziato;O
sottoclone;B-Cellula
coltivato;O
come;O
sferoidi;B-Cellula
e;O
come;O
impiantato;O
tumori;B-Cancro
.;O
;
H4IIEC3;B-Cellula
(;O
H4;B-Cellula
);O
""",""";O
un;O
differenziato;O
ratto;B-Organismo
epatoma;B-Cellula
linea;I-Cellula
e;O
H5;B-Cellula
""",""";O
suo;O
dedifferenziato;O
sottoclone;B-Cellula
""",""";O
erano;O
indagato;O
come;O
proliferando;O
sferoidi;B-Cellula
e;O
come;O
impiantato;O
sottocutaneo;B-Cancro
tumori;I-Cancro
in;O
giovanile;B-Organismo
ratti;I-Organismo
.;O
;
H4;B-Cellula
cellule;I-Cellula
formato;O
stretto;O
""",""";O
sferoidi;B-Cellula
invece;O
H5;B-Cellula
cellule;I-Cellula
formato;O
sciolto;O
""",""";O
uva;B-Cellula
-;I-Cellula
Come;I-Cellula
strutture;I-Cellula
.;O
;
31P;B-Semplice_chimico
SIG;O
spettri;O
mostrato;O
Quello;O
fosfocreatina;B-Semplice_chimico
era;O
regalo;O
in;O
H5;B-Cellula
sferoidi;I-Cellula
ma;O
non;O
in;O
H4;B-Cellula
sferoidi;I-Cellula
o;O
tumori;B-Cancro
.;O
;
[;B-Semplice_chimico
13C;I-Semplice_chimico
];I-Semplice_chimico
Lattato;I-Semplice_chimico
produzione;O
[;B-Semplice_chimico
13C;I-Semplice_chimico
];I-Semplice_chimico
glucosio;I-Semplice_chimico
""",""";O
no;O
rilevabile;O
uptake;O
di;O
[;B-Semplice_chimico
13C;I-Semplice_chimico
];I-Semplice_chimico
alanina;I-Semplice_chimico
""",""";O
indicato;O
Quello;O
energia;O
produzione;O
in;O
H5;B-Cellula
sferoidi;I-Cellula
era;O
attraverso;O
glicolisi;O
.;O
;
No;O
[;B-Semplice_chimico
13C;I-Semplice_chimico
];I-Semplice_chimico
glucosio;I-Semplice_chimico
utilizzo;O
era;O
rilevato;O
in;O
H4;B-Cellula
sferoidi;I-Cellula
""",""";O
ma;O
uptake;O
di;O
alanina;B-Aminoacido
e;O
accumulo;O
di;O
etichettato;O
lattato;B-Semplice_chimico
""",""";O
glutammato;B-Aminoacido
e;O
glutammina;B-Aminoacido
indicato;O
ossidazione;O
attraverso;O
il;O
tricarbossilico;B-Semplice_chimico
acido;I-Semplice_chimico
(;O
TCA;B-Semplice_chimico
);O
ciclo;O
.;O
;
tumori;B-Cancro
di;O
H4;B-Cellula
cellule;I-Cellula
erano;O
bene;O
perfuso;O
""",""";O
tumori;B-Cancro
di;O
H5;B-Cellula
cellule;I-Cellula
quale;O
erano;O
altamente;O
Necrotic;O
.;O
;
io;O
.;O
V;O
.;O
infusione;O
[;B-Semplice_chimico
13C;I-Semplice_chimico
];I-Semplice_chimico
alanina;I-Semplice_chimico
""",""";O
[;B-Semplice_chimico
13C;I-Semplice_chimico
];I-Semplice_chimico
lattato;I-Semplice_chimico
e;O
glutammato;B-Aminoacido
""",""";O
prova;O
di;O
ossidazione;O
attraverso;O
il;O
TCA;B-Semplice_chimico
ciclo;O
""",""";O
erano;O
osservato;O
in;O
H4;B-Cancro
tumori;I-Cancro
.;O
;
così;O
il;O
risultati;O
ottenuto;O
di;O
31p;B-Semplice_chimico
e;O
13c;B-Semplice_chimico
SIG.RA;O
correlato;O
il;O
differenziazione;O
stato;O
di;O
H4;B-Cellula
e;O
H5;B-Cellula
sferoidi;I-Cellula
e;O
tumori;B-Cancro
.;O
;
[;O
Il;O
erbb;B-Gene_o_prodotto_genico
gene;O
famiglia;O
:;O
significato;O
per;O
tumore;B-Cancro
sviluppo;O
""",""";O
prognosi;O
e;O
nuovo;O
terapeutico;O
MODALITÀ;O
];O
.;O
;
Rna;B-Organismo
e;O
Dna;B-Organismo
virus;I-Organismo
Potere;O
essere;O
trasformazione;O
e;O
tumoigenico;O
agenti;O
.;O
;
Il;O
trasformazione;O
è;O
un;O
conseguenza;O
di;O
il;O
capacità;O
di;O
virus;B-Organismo
a;O
integrare;O
in;O
il;O
ospite;B-Cellula
cellula;I-Cellula
""",""O";
S;O
Dna;B-Componente_cellulare
e;O
a;O
produrre;O
trasformazione;O
proteine;O
.;O
;
Queste;O
proteine;O
sono;O
principalmente;O
prodotto;O
di;O
specifica;O
integrante;O
parti;O
di;O
il;O
virale;B-Organismo
genoma;O
""",""";O
il;O
oncogenes;O
.;O
;
Confronto;O
tra;O
Rna;O
/;O
Dna;B-Componente_cellulare
sequenza;O
di;O
virale;B-Organismo
oncogenes;O
e;O
normale;O
umano;B-Organismo
genoma;O
di;O
non;O
-;O
trasformato;O
cellule;B-Cellula
rivelato;O
alto;O
sequenza;O
somiglianze;O
in;O
specifica;O
genomico;O
""",""";O
quale;O
erano;O
cellulare;B-Cellula
proto;O
-;O
oncogens;O
.;O
;
Essi;O
sono;O
importante;O
componenti;O
di;O
il;O
crescita;O
Regulatory;O
percorsi;O
in;O
normale;O
cellule;B-Cellula
.;O
;
Il;O
accumulo;O
di;O
genetico;O
alterazioni;O
di;O
alcuni;O
proto;O
-;O
oncogens;O
""",""";O
Come;O
il;O
erbb;B-Gene_o_prodotto_genico
-;O
famiglia;O
""",""";O
Maggio;O
essere;O
parte;O
di;O
il;O
meccanismo;O
""",""";O
di;O
quale;O
maligno;B-Cellula
cellule;I-Cellula
Potere;O
acquisire;O
un;O
selettivo;O
crescita;O
vantaggio;O
.;O
;
Il;O
epidermico;B-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
(;O
EGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
R;I-Gene_o_prodotto_genico
""",""";O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
erbb1;I-Gene_o_prodotto_genico
);O
""",""";O
Sua;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
/;O
neu;B-Gene_o_prodotto_genico
(;O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
erbb2;I-Gene_o_prodotto_genico
);O
""",""";O
e;O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ERBB3;I-Gene_o_prodotto_genico
sono;O
membri;O
di;O
il;O
erbb;B-Gene_o_prodotto_genico
-;O
famiglia;O
.;O
;
Il;O
rilevamento;O
di;O
abbondanza;O
di;O
EGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
R;I-Gene_o_prodotto_genico
o;O
Sua;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
/;O
neu;B-Gene_o_prodotto_genico
proteine;O
in;O
umano;B-Organismo
tumori;B-Cancro
Potere;O
fornire;O
aggiuntivo;O
informazione;O
Su;O
il;O
malattia;O
-;O
gratuito;O
sopravvivenza;O
e;O
globale;O
sopravvivenza;O
per;O
pazienti;B-Organismo
Seno;B-Cancro
""",""";O
ovarico;B-Cancro
""",""";O
endometrial;B-Cancro
o;O
cervicale;B-Cancro
cancro;I-Cancro
.;O
;
Molecolare;O
e;O
cellula;B-Cellula
-;O
fisiologico;O
analisi;O
avere;O
migliorato;O
il;O
comprensione;O
di;O
tumore;B-Cancro
biologia;O
e;O
fornire;O
il;O
opportunità;O
per;O
nuovo;O
terapeutico;O
approcci;O
.;O
;
Monoclonale;O
anticorpo;O
mirata;O
terapia;O
dirette;O
contro;O
EGF;B-Gene_o_prodotto_genico
